response_id,panelist_id,survey_status,progress_pct,start_time_bst,end_time_bst,duration_sec,device_type,browser_family,traffic_source,ip_hash,browser_fingerprint,age,age_band,gender,region,urbanicity,employment_status,household_income,children_u18,s1_ordered_delivery_3m,q1_orders_past_30d,q2_last_order,q3_primary_service,q4_overall_satisfaction,q5_likelihood_reorder,q6_nps,q7_delivery_speed,q7_order_accuracy,q7_food_quality,q7_value_for_money,q7_app_ease,q7_service_selection,q7_customer_support,q7_promotions,q8_attention_check,q9_delivery_fee_reasonableness,q10_last_order_spend_gbp,q11_problem_last_order,q12_problem_type,q13_contacted_support,q14_support_resolution,q15_subscription_member,q16_open_end,page_screener_sec,page_usage_sec,page_experience_sec,page_grid_sec,page_demographics_sec,page_open_end_sec
R00165,P100165,Complete,100,2026-07-11T14:19:23+01:00,2026-07-11T14:27:36+01:00,493,Mobile,Other,Panel A,2312fa671dff,3dd16d7fcbe9,64,55-64,Woman,South East,Urban,Employed part-time,"£20,000-£34,999",Yes,Yes,2-3,Past week,FoodGo,4,4,8,3,4,4,2,4,5,5,5,3,4,38.06,No,,,,No,More accurate delivery time estimates.,56.2,36.1,63.7,125.1,73.2,86.7
R00166,P100166,Complete,100,2026-07-13T12:01:39+01:00,2026-07-13T12:11:04+01:00,565,Mobile,Firefox,Panel B,828c587a340b,8354d763ea21,64,55-64,Woman,North East,Suburban,Employed full-time,"£20,000-£34,999",No,Yes,2-3,Past week,FoodGo,4,4,5,3,3,3,1,4,3,5,4,3,2,22.86,Yes,Food arrived cold,No,,No,Show unavailable items before I start ordering.,46.4,80.1,78.8,169.5,75.2,82.4
R00167,P100167,Complete,100,2026-07-19T13:28:49+01:00,2026-07-19T13:38:48+01:00,599,Mobile,Chrome,Panel C,f8cc44ab6b48,d72027cd1aee,28,25-34,Man,South East,Rural,Employed full-time,"£100,000+",No,Yes,2-3,Past week,FoodGo,4,4,5,5,3,3,4,4,2,5,2,3,3,13.5,No,,,,No,Faster refunds when something goes wrong.,46.3,30.2,83.4,87.5,139.3,125.4
R00168,P100168,Complete,100,2026-07-11T00:23:07+01:00,2026-07-11T00:30:33+01:00,446,Mobile,Chrome,Panel A,52d16005beb5,fe504853951b,19,18-24,Woman,London,Urban,Employed full-time,"£20,000-£34,999",No,Yes,10+,Past week,MealDash,5,5,6,4,5,6,4,7,6,4,5,3,5,25.32,No,,,,No,"Lower delivery fees, especially on smaller orders.",39.7,38.7,89.6,141.3,33.6,78.4
R00169,P100169,Complete,100,2026-07-20T08:05:31+01:00,2026-07-20T08:15:11+01:00,580,Mobile,Firefox,Panel C,9ae9a1c01307,ed0dfbd11a11,48,45-54,Non-binary,London,Suburban,Employed full-time,"£100,000+",No,Yes,1,8-30 days ago,MealDash,7,7,9,7,5,5,6,7,7,7,6,3,6,29.33,No,,,,No,Nothing major; the service generally works well for me.,41.2,139.8,59.0,74.2,68.3,105.8
R00170,P100170,Complete,100,2026-07-10T20:47:20+01:00,2026-07-10T20:55:00+01:00,460,Desktop,Chrome,Panel B,ff02dba11831,2d23bba38e33,45,45-54,Man,East Midlands,Urban,Employed part-time,"£20,000-£34,999",No,Yes,10+,Past week,Restaurant direct,4,3,4,4,5,3,3,3,6,3,4,3,4,20.74,Yes,Late delivery,Yes,3,No,Lower prices overall.,18,89.4,62.3,108.7,81.9,22.5
R00171,P100171,Complete,100,2026-07-16T15:26:41+01:00,2026-07-16T15:33:38+01:00,417,Mobile,Chrome,Panel A,f28fbd63badd,abf48941b6c2,58,55-64,Woman,Northern Ireland,Rural,Employed full-time,"£50,000-£74,999",No,Yes,1,8-30 days ago,Restaurant direct,4,5,6,4,5,4,3,3,5,4,3,5,4,27.86,Yes,Late delivery,Yes,3,No,Better loyalty rewards.,30.9,65.0,98.8,73.9,54.1,29.8
R00172,P100172,Complete,100,2026-07-18T01:15:22+01:00,2026-07-18T01:27:26+01:00,724,Mobile,Edge,Panel C,790a8da5962b,1638b1caddfa,28,25-34,Woman,London,Rural,Employed full-time,"£50,000-£74,999",No,Yes,6-9,Past week,QuickBite,4,5,2,3,5,3,3,5,3,5,3,3,4,18.01,No,,,,No,Lower prices overall.,59.8,72.0,128.9,131.3,127.7,114.1
R00173,P100173,Complete,100,2026-07-09T01:59:29+01:00,2026-07-09T02:09:04+01:00,575,Mobile,Chrome,Panel B,77c60477f727,adae9f65db29,68,65-74,Non-binary,North West,Rural,Self-employed,"Under £20,000",Yes,Yes,0,31-90 days ago,QuickBite,6,5,9,7,5,6,6,7,6,5,6,3,5,64.55,No,,,,No,Lower prices overall.,45.3,72.3,85.9,102.5,90.7,93.8
R00174,P100174,Complete,100,2026-07-14T20:35:44+01:00,2026-07-14T20:44:16+01:00,512,Desktop,Chrome,Panel A,55bdd4eb9f52,820e56cb4ebd,21,18-24,Man,East of England,Urban,Employed full-time,"£50,000-£74,999",No,Yes,0,31-90 days ago,MealDash,5,5,7,7,6,4,5,6,5,5,4,3,6,17.38,No,,,,No,More consistent delivery times at weekends.,21.8,49.7,103.1,124.6,69.9,90.4
R00175,P100175,Complete,100,2026-07-11T01:40:47+01:00,2026-07-11T01:53:05+01:00,738,Mobile,Edge,Panel A,f347f15be299,3b3730b999e4,42,35-44,Man,London,Suburban,Employed full-time,Prefer not to say,Yes,Yes,1,Past week,FoodGo,5,4,6,4,3,3,7,4,5,3,5,3,5,24.6,Yes,Driver or handoff issue,No,,No,Show unavailable items before I start ordering.,41.0,89.3,146.9,238.3,91.1,54.8
R00176,P100176,Complete,100,2026-07-17T14:19:44+01:00,2026-07-17T14:28:26+01:00,522,Mobile,Safari,Panel A,c070846490d1,de94a4f3aee8,26,25-34,Man,East Midlands,Suburban,Self-employed,"£35,000-£49,999",Yes,Yes,6-9,Past week,QuickBite,4,4,4,4,5,3,3,2,6,4,3,3,4,26.49,Yes,Late delivery,Yes,4,Yes,Let customers edit an order for a short time after placing it.,42.6,44.8,140.7,96.9,51.5,104.5
R00177,P100177,Complete,100,2026-07-13T10:22:11+01:00,2026-07-13T10:33:21+01:00,670,Mobile,Chrome,Panel A,f7738516c806,542e58c0c0f0,30,25-34,Woman,South East,Rural,Employed full-time,"£20,000-£34,999",Yes,Yes,4-5,Past week,Restaurant direct,6,5,7,6,6,5,7,6,6,6,4,3,4,11.49,No,,,,No,Let customers edit an order for a short time after placing it.,55.6,53.9,124.4,156.0,104.4,95.5
R00178,P100178,Complete,100,2026-07-11T14:55:51+01:00,2026-07-11T15:06:03+01:00,612,Mobile,Edge,Panel A,69c1b56076ec,c0fa4a6b7052,67,65-74,Woman,East of England,Urban,Employed full-time,"Under £20,000",Yes,Yes,0,31-90 days ago,MealDash,5,6,5,5,5,5,5,4,6,6,4,3,5,16.62,No,,,,No,Nothing major; the service generally works well for me.,31.6,82.4,112.4,142.0,122.2,44.7
R00179,P100179,Complete,100,2026-07-09T17:20:18+01:00,2026-07-09T17:28:20+01:00,482,Desktop,Edge,Panel C,8c67761e8227,4a37816e3daa,44,35-44,Man,Yorkshire and the Humber,Urban,Employed full-time,"£100,000+",Yes,Yes,4-5,Past week,FoodGo,5,5,7,6,5,5,3,5,4,6,4,3,4,42.16,No,,,,No,Give drivers clearer instructions for flats and apartment buildings.,26.0,60.1,79.5,138.0,55.3,18
R00180,P100180,Complete,100,2026-07-08T02:21:22+01:00,2026-07-08T02:22:49+01:00,87,Mobile,Safari,Panel A,3674cca2f31d,a6654fc74450,31,25-34,Woman,North West,Urban,Not currently employed,"£50,000-£74,999",No,Yes,0,Past week,MealDash,5,4,7,5,5,3,6,4,4,5,4,3,3,21.09,Yes,Missing or incorrect items,Yes,5,No,Nothing major; the service generally works well for me.,3.2,3,52.2,3.0,10.7,7.8
R00181,P100181,Complete,100,2026-07-08T18:53:36+01:00,2026-07-08T19:05:02+01:00,686,Mobile,Chrome,Panel B,363ed89ba6d3,d35a313c7739,65,65-74,Woman,Northern Ireland,Urban,Not currently employed,"Under £20,000",Yes,Yes,2-3,Past week,QuickBite,7,7,10,7,7,7,7,7,7,7,7,3,7,36.88,No,,,,No,Make service charges easier to understand before checkout.,72.1,95.3,99.2,113.4,118.8,98.7
R00182,P100182,Complete,100,2026-07-13T22:00:12+01:00,2026-07-13T22:09:08+01:00,536,Desktop,Chrome,Panel B,f8d07a91ce83,88b4358e7560,41,35-44,Man,Scotland,Suburban,Not currently employed,"£50,000-£74,999",Yes,Yes,4-5,Past week,QuickBite,5,5,8,5,6,5,4,5,6,4,3,3,6,20.26,No,,,,No,Improve the accuracy of map tracking.,51.1,82.1,79.5,156.0,66.0,18
R00183,P100183,Complete,100,2026-07-10T16:19:34+01:00,2026-07-10T16:29:42+01:00,608,Mobile,Chrome,Panel A,3f1aee28a841,63247e146c5d,25,25-34,Woman,London,Urban,Employed full-time,"£50,000-£74,999",Yes,Yes,4-5,Past week,QuickBite,5,6,5,4,6,4,6,5,5,6,6,3,3,37.25,No,,,,Yes,Fewer missing items and clearer substitutions.,33.5,124.6,104.6,115.0,46.7,85.3
R00184,P100184,Complete,100,2026-07-15T23:18:11+01:00,2026-07-15T23:27:36+01:00,565,Desktop,Chrome,Panel A,2853611f1334,b8b50e5ac740,48,45-54,Man,East of England,Urban,Employed full-time,"£50,000-£74,999",No,Yes,0,Past week,QuickBite,3,4,5,3,4,2,4,2,4,3,4,7,3,19.8,No,,,,Yes,Fewer missing items and clearer substitutions.,18,98.9,119.7,89.7,85.6,49.6
R00185,P100185,Complete,100,2026-07-10T02:04:42+01:00,2026-07-10T02:13:42+01:00,540,Mobile,Chrome,Panel B,eeff9a19fcfb,186a8063397e,31,25-34,Man,North West,Suburban,Employed part-time,"£100,000+",No,Yes,4-5,Past week,MealDash,6,7,8,6,7,6,5,7,6,5,6,3,6,25.2,No,,,,Yes,"Better offers for existing customers, not just new users.",50.6,98.5,82.9,92.8,101.7,53.9
R00186,P100186,Complete,100,2026-07-07T21:32:16+01:00,2026-07-07T21:40:11+01:00,475,Desktop,Firefox,Panel B,4ea623f5686e,8ecb58d33067,54,45-54,Non-binary,London,Urban,Retired,"£35,000-£49,999",No,Yes,0,8-30 days ago,QuickBite,5,7,6,4,6,5,5,5,4,4,5,3,5,19.82,No,,,,No,Better loyalty rewards.,53.5,85.2,91.7,82.1,85.6,30.2
R00187,P100187,Complete,100,2026-07-20T11:58:12+01:00,2026-07-20T11:59:58+01:00,106,Mobile,Safari,Panel A,62b293c4e5a5,be894434dc3a,31,25-34,Man,South East,Suburban,Student,"£100,000+",No,Yes,4-5,Past week,Restaurant direct,5,5,5,5,4,5,4,5,5,4,4,3,5,24.73,Yes,Late delivery,Yes,4,No,"Lower delivery fees, especially on smaller orders.",50.1,6.5,3,3,23.9,11.2
R00188,P100188,Complete,100,2026-07-13T15:14:42+01:00,2026-07-13T15:23:17+01:00,515,Mobile,Safari,Panel A,34b1ab85d063,7e36b8f900e7,45,45-54,Man,South West,Suburban,Employed full-time,"£20,000-£34,999",Yes,Yes,2-3,Past week,MealDash,5,5,6,7,4,5,5,4,6,4,4,3,4,30.59,Yes,Late delivery,Yes,5,Yes,Improve food temperature on longer deliveries.,19.4,73.3,109.9,117.2,93.1,69.3
R00189,P100189,Complete,100,2026-07-11T18:18:02+01:00,2026-07-11T18:25:26+01:00,444,Desktop,Chrome,Panel A,c28a22b481c7,f0e767920c09,64,55-64,Woman,North West,Urban,Employed full-time,"£20,000-£34,999",Yes,Yes,4-5,Today,Restaurant direct,5,5,6,5,6,6,2,7,7,5,4,3,4,40.12,Yes,Food arrived cold,Yes,4,Yes,More environmentally friendly packaging options.,40.2,28,63.4,157.2,57.8,39.8
R00190,P100190,Complete,100,2026-07-16T06:21:24+01:00,2026-07-16T06:30:19+01:00,535,Mobile,Chrome,Panel B,790faa7ddaaa,6f191c2cbf4a,72,65-74,Woman,Yorkshire and the Humber,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,4-5,Past week,QuickBite,5,5,7,5,6,5,4,3,3,4,4,3,5,22.45,No,,,,No,More responsive customer support.,21.1,57.1,78.7,103.6,95.0,86.8
R00191,P100191,Complete,100,2026-07-18T16:59:18+01:00,2026-07-18T17:09:07+01:00,589,Mobile,Edge,Panel A,7ae8a73a4700,cb130943676d,64,55-64,Man,North West,Urban,Employed full-time,"£50,000-£74,999",No,Yes,4-5,Past week,FoodGo,5,5,6,5,4,5,3,6,6,5,5,3,5,29.77,No,,,,No,Make service charges easier to understand before checkout.,47.4,101.6,102.2,162.0,69.1,55.2
R00192,P100192,Complete,100,2026-07-12T07:20:48+01:00,2026-07-12T07:30:47+01:00,599,Desktop,Safari,Panel A,e116243342a4,05ad6fdc6b51,23,18-24,Man,Yorkshire and the Humber,Urban,Employed part-time,"£20,000-£34,999",Yes,Yes,6-9,Past week,QuickBite,7,7,10,7,7,6,6,7,6,7,7,3,4,34.09,No,,,,Yes,Show unavailable items before I start ordering.,45.2,72.0,162.9,146.2,62.2,67.7
R00193,P100193,Complete,100,2026-07-18T18:51:38+01:00,2026-07-18T19:01:08+01:00,570,Mobile,Chrome,Panel B,99858c8fc0c2,0237c18f7b39,31,25-34,Man,London,Urban,Employed full-time,"£35,000-£49,999",No,Yes,4-5,Past week,MealDash,5,5,7,6,5,5,4,5,6,6,5,3,4,30.47,No,,,,Yes,More consistent delivery times at weekends.,42.8,115.5,126.2,84.8,89.5,32.4
R00194,P100194,Complete,100,2026-07-12T04:20:54+01:00,2026-07-12T04:31:00+01:00,606,Mobile,Safari,Panel A,fe22d2ef7641,8048f7d2bcd1,30,25-34,Woman,South West,Suburban,Employed full-time,"£20,000-£34,999",Yes,Yes,0,31-90 days ago,MealDash,5,6,6,4,6,5,5,5,6,4,6,3,5,36.55,No,,,,Yes,Improve the accuracy of map tracking.,42.4,96.9,101.6,132.2,84.2,97.0
R00195,P100195,Complete,100,2026-07-15T03:18:30+01:00,2026-07-15T03:28:35+01:00,605,Desktop,Firefox,Panel A,97ef323dd231,cc04fe940b09,33,25-34,Man,South East,Urban,Retired,"Under £20,000",Yes,Yes,4-5,Past week,Restaurant direct,6,6,8,7,7,5,4,7,6,4,7,3,3,27.42,No,,,,No,"Better offers for existing customers, not just new users.",58.2,55.7,115.6,127.0,72.3,88.2
R00196,P100196,Complete,100,2026-07-09T04:23:20+01:00,2026-07-09T04:32:42+01:00,562,Mobile,Chrome,Panel A,af97689558ad,aa5ddb7def03,47,45-54,Man,Scotland,Suburban,Employed full-time,Prefer not to say,Yes,Yes,1,Past week,MealDash,5,6,3,6,4,3,4,4,6,4,4,3,5,20.96,No,,,,No,Give drivers clearer instructions for flats and apartment buildings.,43.2,100.6,124.2,140.5,33.8,63.4
R00197,P100197,Complete,100,2026-07-10T07:57:15+01:00,2026-07-10T08:06:26+01:00,551,Desktop,Chrome,Panel B,f9b36b14544a,91dcdf493f15,53,45-54,Man,South East,Urban,Employed full-time,"£35,000-£49,999",Yes,Yes,1,Past week,Restaurant direct,5,5,6,3,3,3,3,3,3,3,3,3,4,21.31,No,,,,No,More responsive customer support.,39.0,87.0,149.2,124.9,61.4,24.7
R00198,P100198,Complete,100,2026-07-19T09:48:08+01:00,2026-07-19T09:57:21+01:00,553,Mobile,Chrome,Panel A,57e7cffe3adc,40a8c892d089,30,25-34,Man,South East,Urban,Employed full-time,"£20,000-£34,999",No,Yes,2-3,Past week,QuickBite,4,4,6,4,4,4,3,5,4,5,3,3,5,29.17,No,,,,No,Make service charges easier to understand before checkout.,19.6,63.8,103.8,139.3,63.1,64.5
R00199,P100199,Complete,100,2026-07-16T20:48:14+01:00,2026-07-16T20:58:32+01:00,618,Mobile,Firefox,Panel B,7c05788c5291,31d943ad69be,62,55-64,Woman,Scotland,Urban,Employed part-time,"Under £20,000",Yes,Yes,2-3,Past week,MealDash,5,5,6,7,5,4,4,5,4,4,5,3,5,39.67,No,,,,Yes,"Lower delivery fees, especially on smaller orders.",35.8,45.9,111.0,133.4,108.2,107.2
R00200,P100200,Complete,100,2026-07-11T12:33:18+01:00,2026-07-11T12:43:10+01:00,592,Desktop,Chrome,Panel B,16a4fe5ed3d7,cdbc51c01f41,29,25-34,Woman,Scotland,Urban,Student,"Under £20,000",No,Yes,2-3,Past week,FoodGo,5,5,6,6,5,6,4,6,5,4,4,3,5,19.69,Yes,Missing or incorrect items,Yes,4,Yes,Let customers edit an order for a short time after placing it.,32.1,68.2,104.8,95.4,85.5,107.0
R00201,P100201,Complete,100,2026-07-08T20:15:16+01:00,2026-07-08T20:25:34+01:00,618,Mobile,Edge,Panel A,84f925a016b8,f9f3532985be,53,45-54,Man,London,Rural,Self-employed,"Under £20,000",Yes,Yes,0,31-90 days ago,FoodGo,4,5,5,5,4,5,3,5,4,4,4,3,4,25.56,Yes,Food arrived cold,No,,Yes,Improve food temperature on longer deliveries.,35.6,85.3,82.7,143.1,96.4,94.0
R00202,P100202,Complete,100,2026-07-20T21:24:49+01:00,2026-07-20T21:35:04+01:00,615,Mobile,Edge,Panel A,c30a2be33014,c4916abcaf9b,58,55-64,Man,Yorkshire and the Humber,Urban,Employed full-time,"£20,000-£34,999",No,Yes,2-3,Past week,FoodGo,3,3,4,3,3,2,4,4,3,2,1,3,3,28.64,Yes,Late delivery,Yes,4,Yes,Reduce minimum order values.,40.8,104.5,103.9,165.6,51.8,76.8
R00203,P100203,Complete,100,2026-07-15T20:34:36+01:00,2026-07-15T20:36:20+01:00,104,Mobile,Chrome,Panel A,36f3a7dcdafd,82ba66f81b86,57,55-64,Man,South East,Suburban,Student,"£75,000-£99,999",No,Yes,2-3,8-30 days ago,QuickBite,5,5,6,4,7,5,4,5,5,4,5,3,6,32.95,No,,,,No,Improve the accuracy of map tracking.,15.8,3,3.3,12.4,28.1,31.6
R00204,P100204,Complete,100,2026-07-09T09:58:32+01:00,2026-07-09T10:06:51+01:00,499,Mobile,Safari,Panel B,616f3a2d31e0,02de921d52f0,40,35-44,Woman,South West,Urban,Not currently employed,"£50,000-£74,999",No,Yes,1,8-30 days ago,QuickBite,4,4,8,5,4,3,2,4,4,4,3,3,3,43.1,No,,,,No,More consistent delivery times at weekends.,48.0,82.4,88.6,116.1,41.1,66.1
R00205,P100205,Complete,100,2026-07-18T02:09:54+01:00,2026-07-18T02:18:11+01:00,497,Mobile,Chrome,Panel B,215cce2f56f7,669d7d7c2d16,68,65-74,Man,East Midlands,Rural,Employed part-time,"£50,000-£74,999",Yes,Yes,0,Past week,FoodGo,4,5,5,4,4,5,3,4,5,3,2,3,3,33.73,No,,,,Yes,"Lower delivery fees, especially on smaller orders.",49.8,68.6,98.1,60.9,98.4,63.2
R00206,P100206,Complete,100,2026-07-09T18:40:13+01:00,2026-07-09T18:49:53+01:00,580,Mobile,Safari,Panel B,22e135174156,74f5e7b818e6,40,35-44,Prefer not to say,South East,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,6-9,Today,FoodGo,5,5,7,4,5,3,4,7,6,5,4,3,4,18.95,No,,,,No,Improve food temperature on longer deliveries.,44.1,104.1,84.9,99.1,49.8,119.4
R00207,P100207,Complete,100,2026-07-19T21:51:41+01:00,2026-07-19T21:59:46+01:00,485,Desktop,Chrome,Panel A,0f5b87199be3,e8367ce376e6,61,55-64,Woman,Scotland,Urban,Retired,"Under £20,000",No,Yes,6-9,Past week,FoodGo,4,4,8,4,3,2,4,4,4,5,3,3,3,18.22,No,,,,No,More responsive customer support.,39.9,100.3,35,140.8,54.8,59.1
R00208,P100208,Complete,100,2026-07-16T03:05:04+01:00,2026-07-16T03:13:07+01:00,483,Mobile,Other,Panel A,ac96c709ebea,900be2cf1909,27,25-34,Woman,North West,Rural,Employed full-time,"Under £20,000",Yes,Yes,2-3,8-30 days ago,FoodGo,4,5,6,4,5,4,3,4,5,6,3,3,5,32.43,Yes,Missing or incorrect items,Yes,2,No,Reduce minimum order values.,19.4,78.8,104.0,133.4,81.0,23.4
R00209,P100209,Complete,100,2026-07-16T16:39:44+01:00,2026-07-16T16:48:17+01:00,513,Desktop,Safari,Panel B,31351b087205,a20a88a8f577,22,18-24,Woman,South West,Urban,Employed full-time,"Under £20,000",No,Yes,4-5,Past week,Restaurant direct,3,2,5,3,4,3,1,3,2,3,3,3,2,53.82,No,,,,No,More responsive customer support.,34.2,40.5,109.2,130.3,64.5,75.4
R00210,P100210,Complete,100,2026-07-10T02:58:50+01:00,2026-07-10T03:07:39+01:00,529,Mobile,Safari,Panel A,3406721ded9f,03ce6d70ce1a,41,35-44,Man,London,Urban,Employed full-time,"£35,000-£49,999",No,Yes,1,8-30 days ago,QuickBite,4,6,8,4,6,5,4,4,4,5,5,3,3,20.03,No,,,,Yes,Let customers edit an order for a short time after placing it.,43.6,78.8,77.2,89.1,99.0,113.0
R00211,P100211,Complete,100,2026-07-15T04:41:28+01:00,2026-07-15T04:50:49+01:00,561,Mobile,Firefox,Panel A,24760e7317ed,9371a1ce5580,20,18-24,Woman,Yorkshire and the Humber,Suburban,Employed full-time,"Under £20,000",No,Yes,4-5,Today,MealDash,5,7,7,7,4,5,6,5,6,5,4,3,5,33.44,No,,,,No,Improve the accuracy of map tracking.,40.9,57.0,141.9,70.5,84.9,91.3
R00212,P100212,Complete,100,2026-07-12T15:35:06+01:00,2026-07-12T15:43:10+01:00,484,Desktop,Chrome,Panel B,40085f66f31f,4d1cb88f5fc0,34,25-34,Woman,South East,Suburban,Employed full-time,"£35,000-£49,999",No,Yes,6-9,Past week,QuickBite,5,5,4,5,4,5,5,3,6,5,4,3,4,10.67,No,,,,No,Reduce minimum order values.,39.3,42.4,157.6,97.4,76.6,39.1
R00213,P100213,Complete,100,2026-07-13T09:38:20+01:00,2026-07-13T09:44:53+01:00,393,Mobile,Safari,Panel B,8d981d498001,82b2e3575612,70,65-74,Man,Yorkshire and the Humber,Urban,Not currently employed,"£35,000-£49,999",No,Yes,6-9,Past week,FoodGo,5,5,5,4,6,6,3,6,5,5,4,7,5,21.51,No,,,,Yes,Better tracking when the driver is close.,23.6,30.2,61.3,37.8,83.4,72.6
R00214,P100214,Complete,100,2026-07-11T19:50:31+01:00,2026-07-11T20:01:28+01:00,657,Mobile,Chrome,Panel B,83661becadd5,f5ee292ecde2,39,35-44,Man,North West,Suburban,Retired,"£50,000-£74,999",Yes,Yes,2-3,8-30 days ago,QuickBite,7,6,10,6,6,5,6,7,6,6,6,3,7,26.42,No,,,,No,"Lower delivery fees, especially on smaller orders.",29.5,94.3,102.3,163.9,93.6,102.8
R00215,P100215,Complete,100,2026-07-20T10:58:26+01:00,2026-07-20T11:07:56+01:00,570,Mobile,Safari,Panel C,0e329e374790,6c4545fc25d2,51,45-54,Man,East of England,Urban,Retired,"Under £20,000",Yes,Yes,4-5,Past week,QuickBite,4,5,6,4,4,5,3,5,5,6,3,3,3,33.72,No,,,,Yes,Give drivers clearer instructions for flats and apartment buildings.,54.5,120.1,59.9,87.6,68.8,101.6
R00216,P100216,Complete,100,2026-07-20T18:13:48+01:00,2026-07-20T18:20:55+01:00,427,Mobile,Chrome,Panel A,9e448bd0e2f0,feca3fbe720e,39,35-44,Man,South East,Urban,Employed part-time,"Under £20,000",Yes,Yes,4-5,Past week,QuickBite,7,7,10,7,7,7,7,6,7,7,7,3,5,15.43,No,,,,Yes,Make service charges easier to understand before checkout.,42.2,89.5,77.0,94.6,52.7,28.5
R00217,P100217,Complete,100,2026-07-14T09:25:13+01:00,2026-07-14T09:32:52+01:00,459,Mobile,Chrome,Panel B,be9f0d5b1f42,b9cfe5047b70,44,35-44,Woman,Scotland,Rural,Student,"£50,000-£74,999",No,Yes,1,Past week,MealDash,5,5,6,6,6,5,4,5,5,4,4,3,4,41.84,No,,,,No,Give drivers clearer instructions for flats and apartment buildings.,25.7,89.2,82.2,112.3,64.8,54.6
R00218,P100218,Complete,100,2026-07-07T21:41:12+01:00,2026-07-07T21:49:35+01:00,503,Mobile,Chrome,Panel B,70a36536cd5a,275c6338301e,38,35-44,Woman,East of England,Urban,Student,Prefer not to say,No,Yes,2-3,8-30 days ago,MealDash,3,3,3,3,3,3,2,2,3,3,3,3,3,28.83,Yes,Late delivery,Yes,6,No,Improve the accuracy of map tracking.,42.8,67.7,113.1,119.9,57.9,26.2
R00219,P100219,Complete,100,2026-07-15T17:06:53+01:00,2026-07-15T17:16:46+01:00,593,Desktop,Chrome,Panel A,f40e08fe4b9b,57f7cc28b643,55,55-64,Woman,East Midlands,Urban,Not currently employed,"£20,000-£34,999",No,Yes,6-9,Past week,QuickBite,6,7,10,7,7,6,6,6,5,6,7,3,4,32.2,No,,,,No,Nothing major; the service generally works well for me.,51.2,86.2,99.0,93.0,121.5,90.7
R00220,P100220,Complete,100,2026-07-11T06:48:43+01:00,2026-07-11T06:55:37+01:00,414,Desktop,Safari,Panel C,7a98b6b593d0,ffd28c2943fb,33,25-34,Woman,East of England,Rural,Self-employed,"Under £20,000",Yes,Yes,2-3,8-30 days ago,QuickBite,4,2,6,3,2,4,4,3,5,4,4,3,5,50.59,No,,,,No,Let customers edit an order for a short time after placing it.,40.4,38.4,87.0,105.3,77.6,31.2
R00221,P100221,Complete,100,2026-07-19T02:39:09+01:00,2026-07-19T02:40:45+01:00,96,Mobile,Chrome,Panel C,675d065ae329,90d7d2b66e66,62,55-64,Man,West Midlands,Urban,Employed full-time,"£35,000-£49,999",No,Yes,2-3,Past week,FoodGo,5,5,7,5,6,6,5,5,3,4,4,3,3,33.6,No,,,,No,Show unavailable items before I start ordering.,9.1,20.3,16.6,26.9,3,10.9
R00222,P100222,Complete,100,2026-07-17T13:05:52+01:00,2026-07-17T13:13:40+01:00,468,Desktop,Firefox,Panel A,76e805b42cfc,1fc410045447,20,18-24,Man,East Midlands,Urban,Employed full-time,"£35,000-£49,999",No,Yes,4-5,Past week,QuickBite,3,4,3,2,3,2,3,3,3,3,4,1,3,36.5,Yes,Missing or incorrect items,Yes,4,No,Improve the accuracy of map tracking.,38.1,48.2,108.3,86.3,79.5,50.3
R00223,P100223,Complete,100,2026-07-12T03:13:11+01:00,2026-07-12T03:19:20+01:00,369,Mobile,Chrome,Panel B,09b131ecc9ae,79623abdbcea,64,55-64,Woman,Northern Ireland,Suburban,Retired,"£75,000-£99,999",No,Yes,1,8-30 days ago,FoodGo,4,6,6,4,6,4,3,5,4,4,3,6,3,14.4,Yes,Late delivery,Yes,6,No,More environmentally friendly packaging options.,23.2,41.6,49.4,110.0,53.6,27.1
R00224,P100224,Complete,100,2026-07-12T10:55:45+01:00,2026-07-12T11:04:00+01:00,495,Mobile,Chrome,Panel A,db0b221a4e90,a5a2ccc41199,72,65-74,Man,Wales,Suburban,Employed part-time,"£100,000+",Yes,Yes,1,Past week,Restaurant direct,4,5,5,4,4,4,5,4,5,5,6,3,3,23.69,No,,,,No,Better loyalty rewards.,53.6,42.4,77.1,112.8,102.4,70.3
R00225,P100225,Complete,100,2026-07-16T14:58:56+01:00,2026-07-16T15:07:47+01:00,531,Mobile,Chrome,Panel A,72fcce5025d9,9c467bdd6fde,31,25-34,Woman,North East,Rural,Employed full-time,"£100,000+",No,Yes,4-5,Past week,FoodGo,3,3,4,4,3,3,1,3,3,3,4,3,2,24.76,Yes,Food arrived cold,Yes,3,No,Improve food temperature on longer deliveries.,60.2,95.8,104.4,86.5,48.5,71.4
R00226,P100226,Complete,100,2026-07-18T13:04:01+01:00,2026-07-18T13:13:23+01:00,562,Desktop,Safari,Panel C,63b77cc7d356,f46c0ba00f40,54,45-54,Man,Scotland,Urban,Not currently employed,"£75,000-£99,999",No,Yes,4-5,Past week,QuickBite,6,7,8,4,7,7,6,7,7,7,6,3,7,20.55,No,,,,No,Faster refunds when something goes wrong.,29.8,54.9,97.8,119.1,117.2,82.7
