response_id,injected_profile,injected_issues,issue_count,expected_high_quality_complete,notes
R00393,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00394,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00395,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00396,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00397,speeder,speeder,1,No,
R00398,attention_fail,attention_fail,1,No,
R00399,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00400,invalid_value,invalid_eligible_age,1,No,
R00401,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00402,speeder,speeder,1,No,
R00403,multi_issue,speeder; logical_inconsistency,2,No,
R00404,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00405,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00406,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00407,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00408,straightliner,straightliner,1,No,
R00409,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00410,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00411,multi_issue,speeder; low_quality_open_text,2,No,
R00412,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00413,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00414,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00415,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00416,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00417,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00418,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00419,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00420,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00421,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00422,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00423,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00424,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00425,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00426,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00427,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00428,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00429,low_quality_open,low_quality_open_text,1,No,
R00430,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00431,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00432,speeder,speeder,1,No,
R00433,straightliner,straightliner,1,No,
R00434,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00435,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00436,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00437,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00438,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00439,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00440,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00441,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00442,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00443,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00444,low_quality_open,low_quality_open_text,1,No,
R00445,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00446,low_quality_open,low_quality_open_text,1,No,
R00447,attention_fail,attention_fail,1,No,
R00448,inconsistent,logical_inconsistency,1,No,
R00449,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00450,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00451,attention_fail,attention_fail,1,No,
R00452,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00453,attention_fail,attention_fail,1,No,
R00454,low_quality_open,low_quality_open_text,1,No,
R00455,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00456,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00457,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00458,straightliner,straightliner,1,No,
R00459,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00460,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00346 and reused IP/fingerprint.
R00461,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00462,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00463,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00464,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00465,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00466,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00467,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00468,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00469,multi_issue,straightliner; attention_fail,2,No,
R00470,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00471,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00472,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00473,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00474,multi_issue,attention_fail; logical_inconsistency,2,No,
R00475,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00476,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00477,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00478,multi_issue,speeder; low_quality_open_text,2,No,
R00479,speeder,speeder,1,No,
R00480,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00481,straightliner,straightliner,1,No,
R00482,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00483,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00484,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00485,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00486,attention_fail,attention_fail,1,No,
R00487,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00488,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00489,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00217 and reused IP/fingerprint.
R00490,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00491,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00492,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00493,speeder,speeder,1,No,
R00494,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00495,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00496,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00497,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00498,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00499,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00500,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00501,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00502,speeder,speeder,1,No,
R00503,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00504,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00505,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00506,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00507,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00508,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00509,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00510,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00511,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00512,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00513,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00514,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00515,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00516,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00517,straightliner,straightliner,1,No,
R00518,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00519,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00520,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00521,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00522,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00523,straightliner,straightliner,1,No,
R00524,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00525,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00526,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00527,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00528,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00529,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00530,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00531,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00532,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00533,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00534,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00535,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00536,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00537,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00538,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00539,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00540,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00541,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00542,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00543,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00544,speeder,speeder,1,No,
R00545,attention_fail,attention_fail,1,No,
R00546,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00547,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00548,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00549,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00550,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00551,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00552,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00553,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00554,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00327 and reused IP/fingerprint.
R00555,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00556,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00557,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00558,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00559,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00560,inconsistent,logical_inconsistency,1,No,
R00561,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00562,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00563,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00564,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00565,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00566,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00567,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00568,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00569,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00570,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00571,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00572,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00573,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00574,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00575,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00576,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00577,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00300 and reused IP/fingerprint.
R00578,straightliner,straightliner,1,No,
R00579,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00580,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00581,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00582,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00583,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00584,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00585,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00586,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00587,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00588,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00589,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00590,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00591,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00592,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00593,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00594,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00595,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00596,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00597,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00598,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00599,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00600,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00601,straightliner,straightliner,1,No,
R00602,speeder,speeder,1,No,
R00603,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00604,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00605,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00606,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00607,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00608,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00609,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00610,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00611,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00612,straightliner,straightliner,1,No,
R00613,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00614,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00615,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00616,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00617,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00618,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00619,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00620,straightliner,straightliner,1,No,
R00621,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00622,straightliner,straightliner,1,No,
R00623,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R01139 and reused IP/fingerprint.
R00624,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00625,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00626,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00627,inconsistent,logical_inconsistency,1,No,
R00628,straightliner,straightliner,1,No,
R00629,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00630,speeder,speeder,1,No,
R00631,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00632,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00633,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00634,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00635,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00636,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00637,speeder,speeder,1,No,
R00638,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00639,inconsistent,logical_inconsistency,1,No,
R00640,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00641,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00642,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00643,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00644,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00645,straightliner,straightliner,1,No,
R00646,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00647,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00648,straightliner,straightliner,1,No,
R00649,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00650,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00651,multi_issue,speeder; low_quality_open_text,2,No,
R00652,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00653,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00654,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00655,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00656,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00657,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00658,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00659,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00660,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00661,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00662,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00663,straightliner,straightliner,1,No,
R00664,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00665,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00666,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00667,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00668,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00669,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00670,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00671,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00672,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00673,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00674,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00675,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00676,low_quality_open,low_quality_open_text,1,No,
R00677,speeder,speeder,1,No,
R00678,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00679,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00680,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00681,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00682,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00683,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00684,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00685,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00686,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00687,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00688,attention_fail,attention_fail,1,No,
R00689,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00690,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00691,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00692,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00693,inconsistent,logical_inconsistency,1,No,
R00694,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00695,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00696,low_quality_open,low_quality_open_text,1,No,
R00697,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00698,speeder,speeder,1,No,
R00699,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00700,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00701,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00702,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00703,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00704,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00705,invalid_value,invalid_eligible_age,1,No,
R00706,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00707,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00708,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00709,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00710,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00711,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00712,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00713,straightliner,straightliner,1,No,
R00714,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00715,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00716,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00717,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00718,invalid_value,out_of_range_nps,1,No,
R00719,inconsistent,logical_inconsistency,1,No,
R00720,inconsistent,logical_inconsistency,1,No,
R00721,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00722,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00723,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00724,low_quality_open,low_quality_open_text,1,No,
R00725,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00726,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00727,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00728,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00729,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00730,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00731,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00732,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00733,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00734,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00735,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00736,speeder,speeder,1,No,
R00737,speeder,speeder,1,No,
R00738,speeder,speeder,1,No,
R00739,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00740,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00741,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00742,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00743,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00744,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00745,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00746,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00747,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00748,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00749,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00750,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00751,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00752,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00753,duplicate,duplicate_like_submission,1,No,Copied substantive answers from R00997 and reused IP/fingerprint.
R00754,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00755,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00756,speeder,speeder,1,No,
R00757,invalid_value,invalid_eligible_age,1,No,
R00758,speeder,speeder,1,No,
R00759,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00760,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00761,invalid_value,out_of_range_nps,1,No,
R00762,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00763,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00764,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00765,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00766,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00767,inconsistent,logical_inconsistency,1,No,
R00768,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00769,low_quality_open,low_quality_open_text,1,No,
R00770,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00771,low_quality_open,low_quality_open_text,1,No,
R00772,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00773,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00774,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00775,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00776,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00777,attention_fail,attention_fail,1,No,
R00778,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00779,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00780,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00781,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00782,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00783,attention_fail,attention_fail,1,No,
R00784,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00785,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00786,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00787,good,,0,Yes,No injected defect; may still contain naturally suspicious-looking patterns.
R00788,invalid_value,out_of_range_nps,1,No,
