response_id,flag_partial,flag_speeder,flag_straightliner,flag_attention_fail,flag_invalid_value,flag_logic_error,flag_duplicate_like,flag_low_quality_open_text,total_flags,qc_flagged,behavioural_flag_count,recommended_exclude,recommended_review
R00460,False,False,True,False,False,False,True,False,2,True,1,True,False
R00461,False,False,False,False,False,False,False,False,0,False,0,False,False
R00462,False,False,False,False,False,False,False,False,0,False,0,False,False
R00463,False,False,False,False,False,False,False,False,0,False,0,False,False
R00464,False,False,False,False,False,False,False,False,0,False,0,False,False
R00465,False,False,False,False,False,False,False,False,0,False,0,False,False
R00466,False,False,False,False,False,False,False,False,0,False,0,False,False
R00467,False,False,False,False,False,False,False,False,0,False,0,False,False
R00468,False,False,False,False,False,False,False,False,0,False,0,False,False
R00469,False,False,True,True,False,False,False,False,2,True,2,True,False
R00470,False,False,False,False,False,False,False,False,0,False,0,False,False
R00471,False,False,False,False,False,False,False,False,0,False,0,False,False
R00472,False,False,False,False,False,False,False,False,0,False,0,False,False
R00473,False,False,False,False,False,False,False,False,0,False,0,False,False
R00474,False,False,False,True,False,True,False,False,2,True,2,True,False
R00475,False,False,False,False,False,False,False,False,0,False,0,False,False
R00476,False,False,False,False,False,False,False,False,0,False,0,False,False
R00477,False,False,False,False,False,False,False,False,0,False,0,False,False
R00478,False,True,False,False,False,False,False,True,2,True,2,True,False
R00479,False,True,False,False,False,False,False,False,1,True,1,False,True
R00480,False,False,False,False,False,False,False,False,0,False,0,False,False
R00481,False,False,True,False,False,False,False,False,1,True,1,False,True
R00482,False,False,False,False,False,False,False,False,0,False,0,False,False
R00483,False,False,False,False,False,False,False,False,0,False,0,False,False
R00484,False,False,False,False,False,False,False,False,0,False,0,False,False
R00485,False,False,False,False,False,False,False,False,0,False,0,False,False
R00486,False,False,False,True,False,False,False,False,1,True,1,False,True
R00487,False,False,False,False,False,False,False,False,0,False,0,False,False
R00488,False,False,False,False,False,False,False,False,0,False,0,False,False
R00489,False,False,False,False,False,False,True,False,1,True,0,True,False
R00490,False,False,False,False,False,False,False,False,0,False,0,False,False
R00491,False,False,False,False,False,False,False,False,0,False,0,False,False
R00492,False,False,False,False,False,False,False,False,0,False,0,False,False
R00493,False,True,False,False,False,False,False,False,1,True,1,False,True
R00494,False,False,False,False,False,False,False,False,0,False,0,False,False
R00495,False,False,False,False,False,False,False,False,0,False,0,False,False
R00496,False,False,False,False,False,False,False,False,0,False,0,False,False
R00497,False,False,False,False,False,False,False,False,0,False,0,False,False
R00498,False,False,False,False,False,False,False,False,0,False,0,False,False
R00499,False,False,False,False,False,False,False,False,0,False,0,False,False
R00500,False,False,False,False,False,False,False,False,0,False,0,False,False
R00501,False,False,False,False,False,False,False,False,0,False,0,False,False
R00502,False,True,False,False,False,False,False,False,1,True,1,False,True
R00503,False,False,False,False,False,False,False,False,0,False,0,False,False
R00504,False,False,False,False,False,False,False,False,0,False,0,False,False
R00505,False,False,False,False,False,False,False,False,0,False,0,False,False
R00506,False,False,True,False,False,False,False,False,1,True,1,False,True
R00507,False,False,False,False,False,False,False,False,0,False,0,False,False
R00508,False,False,False,False,False,False,False,False,0,False,0,False,False
R00509,False,False,False,False,False,False,False,False,0,False,0,False,False
R00510,False,False,False,False,False,False,False,False,0,False,0,False,False
R00511,False,False,False,False,False,False,False,False,0,False,0,False,False
R00512,False,False,False,False,False,False,False,False,0,False,0,False,False
R00513,False,False,False,False,False,False,False,False,0,False,0,False,False
R00514,False,False,False,False,False,False,False,False,0,False,0,False,False
R00515,False,False,False,False,False,False,False,False,0,False,0,False,False
R00516,False,False,False,False,False,False,False,False,0,False,0,False,False
R00517,False,False,True,False,False,False,False,False,1,True,1,False,True
R00518,False,False,False,False,False,False,False,False,0,False,0,False,False
R00519,False,False,False,False,False,False,False,False,0,False,0,False,False
R00520,False,False,False,False,False,False,False,False,0,False,0,False,False
R00521,False,False,False,False,False,False,False,False,0,False,0,False,False
R00522,False,False,False,False,False,False,False,False,0,False,0,False,False
R00523,False,False,True,False,False,False,False,False,1,True,1,False,True
R00524,False,False,False,False,False,False,False,False,0,False,0,False,False
R00525,False,False,False,False,False,False,False,False,0,False,0,False,False
R00526,False,False,False,False,False,False,False,False,0,False,0,False,False
R00527,False,False,False,False,False,False,False,False,0,False,0,False,False
R00528,False,False,False,False,False,False,False,False,0,False,0,False,False
R00529,False,False,False,False,False,False,False,False,0,False,0,False,False
R00530,False,False,False,False,False,False,False,False,0,False,0,False,False
R00531,False,False,False,False,False,False,False,False,0,False,0,False,False
R00532,False,False,False,False,False,False,False,False,0,False,0,False,False
R00533,False,False,False,False,False,False,False,False,0,False,0,False,False
R00534,False,False,False,False,False,False,False,False,0,False,0,False,False
R00535,False,False,False,False,False,False,False,False,0,False,0,False,False
R00536,False,False,False,False,False,False,False,False,0,False,0,False,False
R00537,False,False,False,False,False,False,False,False,0,False,0,False,False
R00538,False,False,False,False,False,False,False,False,0,False,0,False,False
R00539,False,False,False,False,False,False,False,False,0,False,0,False,False
R00540,False,False,False,False,False,False,False,False,0,False,0,False,False
R00541,False,False,False,False,False,False,False,False,0,False,0,False,False
R00542,False,False,False,False,False,False,False,False,0,False,0,False,False
R00543,False,False,False,False,False,False,False,False,0,False,0,False,False
R00544,False,True,False,False,False,False,False,False,1,True,1,False,True
R00545,False,False,False,True,False,False,False,False,1,True,1,False,True
R00546,False,False,False,False,False,False,False,False,0,False,0,False,False
R00547,False,False,False,False,False,False,False,False,0,False,0,False,False
R00548,False,False,False,False,False,False,False,False,0,False,0,False,False
R00549,False,False,False,False,False,False,False,False,0,False,0,False,False
R00550,False,False,False,False,False,False,False,False,0,False,0,False,False
R00551,False,False,False,False,False,False,False,False,0,False,0,False,False
R00552,False,False,False,False,False,False,False,False,0,False,0,False,False
R00553,False,False,False,False,False,False,False,False,0,False,0,False,False
R00554,False,False,False,False,False,False,True,False,1,True,0,True,False
R00555,False,False,False,False,False,False,False,False,0,False,0,False,False
R00556,False,False,False,False,False,False,False,False,0,False,0,False,False
R00557,False,False,False,False,False,False,False,False,0,False,0,False,False
R00558,False,False,False,False,False,False,False,False,0,False,0,False,False
R00559,False,False,False,False,False,False,False,False,0,False,0,False,False
R00560,False,False,False,False,False,True,False,False,1,True,1,False,True
R00561,False,False,False,False,False,False,False,False,0,False,0,False,False
R00562,False,False,False,False,False,False,False,False,0,False,0,False,False
R00563,False,False,False,False,False,False,False,False,0,False,0,False,False
R00564,False,False,False,False,False,False,False,False,0,False,0,False,False
R00565,False,False,False,False,False,False,False,False,0,False,0,False,False
R00566,False,False,False,False,False,False,False,False,0,False,0,False,False
R00567,False,False,False,False,False,False,False,False,0,False,0,False,False
R00568,False,False,False,False,False,False,False,False,0,False,0,False,False
R00569,False,False,False,False,False,False,False,False,0,False,0,False,False
R00570,False,False,False,False,False,False,False,False,0,False,0,False,False
R00571,False,False,False,False,False,False,False,False,0,False,0,False,False
R00572,False,False,False,False,False,False,False,False,0,False,0,False,False
R00573,False,False,False,False,False,False,False,False,0,False,0,False,False
R00574,False,False,False,False,False,False,False,False,0,False,0,False,False
R00575,False,False,False,False,False,False,False,False,0,False,0,False,False
R00576,False,False,False,False,False,False,False,False,0,False,0,False,False
R00577,False,False,False,False,False,False,True,False,1,True,0,True,False
R00578,False,False,True,False,False,False,False,False,1,True,1,False,True
R00579,False,False,False,False,False,False,False,False,0,False,0,False,False
R00580,False,False,False,False,False,False,False,False,0,False,0,False,False
R00581,False,False,False,False,False,False,False,False,0,False,0,False,False
R00582,False,False,False,False,False,False,False,False,0,False,0,False,False
R00583,False,False,False,False,False,False,False,False,0,False,0,False,False
R00584,False,False,False,False,False,False,False,False,0,False,0,False,False
R00585,False,False,False,False,False,False,False,False,0,False,0,False,False
R00586,False,False,False,False,False,False,False,False,0,False,0,False,False
R00587,False,False,False,False,False,False,False,False,0,False,0,False,False
R00588,False,False,False,False,False,False,False,False,0,False,0,False,False
R00589,False,False,False,False,False,False,False,False,0,False,0,False,False
R00590,False,False,False,False,False,False,False,False,0,False,0,False,False
R00591,False,False,False,False,False,False,False,False,0,False,0,False,False
R00592,False,False,False,False,False,False,False,False,0,False,0,False,False
R00593,False,False,False,False,False,False,False,False,0,False,0,False,False
R00594,False,False,False,False,False,False,False,False,0,False,0,False,False
R00595,False,False,False,False,False,False,False,False,0,False,0,False,False
R00596,False,False,False,False,False,False,False,False,0,False,0,False,False
R00597,False,False,False,False,False,False,False,False,0,False,0,False,False
R00598,False,False,False,False,False,False,False,False,0,False,0,False,False
R00599,False,False,False,False,False,False,False,False,0,False,0,False,False
R00600,False,False,False,False,False,False,False,False,0,False,0,False,False
R00601,False,False,True,False,False,False,False,False,1,True,1,False,True
R00602,False,True,False,False,False,False,False,False,1,True,1,False,True
R00603,False,False,False,False,False,False,False,False,0,False,0,False,False
R00604,False,False,False,False,False,False,False,False,0,False,0,False,False
R00605,False,False,False,False,False,False,False,False,0,False,0,False,False
R00606,False,False,False,False,False,False,False,False,0,False,0,False,False
R00607,False,False,False,False,False,False,False,False,0,False,0,False,False
R00608,False,False,False,False,False,False,False,False,0,False,0,False,False
R00609,False,False,False,False,False,False,False,False,0,False,0,False,False
R00610,False,False,False,False,False,False,False,False,0,False,0,False,False
R00611,False,False,False,False,False,False,False,False,0,False,0,False,False
R00612,False,False,True,False,False,False,False,False,1,True,1,False,True
R00613,False,False,False,False,False,False,False,False,0,False,0,False,False
R00614,False,False,False,False,False,False,False,False,0,False,0,False,False
R00615,False,False,False,False,False,False,False,False,0,False,0,False,False
R00616,False,False,False,False,False,False,False,False,0,False,0,False,False
R00617,False,False,False,False,False,False,False,False,0,False,0,False,False
R00618,False,False,False,False,False,False,False,False,0,False,0,False,False
R00619,False,False,False,False,False,False,False,False,0,False,0,False,False
R00620,False,False,True,False,False,False,False,False,1,True,1,False,True
R00621,False,False,False,False,False,False,False,False,0,False,0,False,False
R00622,False,False,True,False,False,False,False,False,1,True,1,False,True
R00623,False,False,False,False,False,False,True,False,1,True,0,True,False
R00624,False,False,False,False,False,False,False,False,0,False,0,False,False
R00625,False,False,False,False,False,False,False,False,0,False,0,False,False
R00626,False,False,False,False,False,False,False,False,0,False,0,False,False
R00627,False,False,False,False,False,True,False,False,1,True,1,False,True
R00628,False,False,True,False,False,False,False,False,1,True,1,False,True
R00629,False,False,False,False,False,False,False,False,0,False,0,False,False
R00630,False,True,False,False,False,False,False,False,1,True,1,False,True
R00631,False,False,False,False,False,False,False,False,0,False,0,False,False
R00632,False,False,False,False,False,False,False,False,0,False,0,False,False
R00633,False,False,False,False,False,False,False,False,0,False,0,False,False
R00634,False,False,False,False,False,False,False,False,0,False,0,False,False
R00635,False,False,False,False,False,False,False,False,0,False,0,False,False
R00636,False,False,False,False,False,False,False,False,0,False,0,False,False
R00637,False,True,False,False,False,False,False,False,1,True,1,False,True
R00638,False,False,False,False,False,False,False,False,0,False,0,False,False
R00639,False,False,False,False,False,True,False,False,1,True,1,False,True
R00640,False,False,False,False,False,False,False,False,0,False,0,False,False
R00641,False,False,False,False,False,False,False,False,0,False,0,False,False
R00642,False,False,False,False,False,False,False,False,0,False,0,False,False
R00643,False,False,False,False,False,False,False,False,0,False,0,False,False
R00644,False,False,False,False,False,False,False,False,0,False,0,False,False
R00645,False,False,True,False,False,False,False,False,1,True,1,False,True
R00646,False,False,False,False,False,False,False,False,0,False,0,False,False
R00647,False,False,False,False,False,False,False,False,0,False,0,False,False
R00648,False,False,True,False,False,False,False,False,1,True,1,False,True
R00649,False,False,False,False,False,False,False,False,0,False,0,False,False
R00650,False,False,False,False,False,False,False,False,0,False,0,False,False
R00651,False,True,False,False,False,False,False,True,2,True,2,True,False
R00652,False,False,False,False,False,False,False,False,0,False,0,False,False
R00653,False,False,False,False,False,False,False,False,0,False,0,False,False
R00654,False,False,False,False,False,False,False,False,0,False,0,False,False
R00655,False,False,False,False,False,False,False,False,0,False,0,False,False
R00656,False,False,False,False,False,False,False,False,0,False,0,False,False
R00657,False,False,False,False,False,False,False,False,0,False,0,False,False
R00658,False,False,False,False,False,False,False,False,0,False,0,False,False
R00659,False,False,False,False,False,False,False,False,0,False,0,False,False
R00660,False,False,False,False,False,False,False,False,0,False,0,False,False
R00661,False,False,False,False,False,False,False,False,0,False,0,False,False
R00662,False,False,False,False,False,False,False,False,0,False,0,False,False
R00663,False,False,True,False,False,False,False,False,1,True,1,False,True
R00664,False,False,False,False,False,False,False,False,0,False,0,False,False
R00665,False,False,False,False,False,False,False,False,0,False,0,False,False
R00666,False,False,False,False,False,False,False,False,0,False,0,False,False
R00667,False,False,False,False,False,False,False,False,0,False,0,False,False
R00668,False,False,False,False,False,False,False,False,0,False,0,False,False
R00669,False,False,False,False,False,False,False,False,0,False,0,False,False
R00670,False,False,False,False,False,False,False,False,0,False,0,False,False
R00671,False,False,False,False,False,False,False,False,0,False,0,False,False
R00672,False,False,False,False,False,False,False,False,0,False,0,False,False
R00673,False,False,False,False,False,False,False,False,0,False,0,False,False
R00674,False,False,False,False,False,False,False,False,0,False,0,False,False
R00675,False,False,False,False,False,False,False,False,0,False,0,False,False
R00676,False,False,False,False,False,False,False,True,1,True,1,False,True
R00677,False,True,False,False,False,False,False,False,1,True,1,False,True
R00678,False,False,False,False,False,False,False,False,0,False,0,False,False
R00679,False,False,False,False,False,False,False,False,0,False,0,False,False
R00680,False,False,False,False,False,False,False,False,0,False,0,False,False
R00681,False,False,False,False,False,False,False,False,0,False,0,False,False
R00682,False,False,False,False,False,False,False,False,0,False,0,False,False
R00683,False,False,False,False,False,False,False,False,0,False,0,False,False
R00684,False,False,False,False,False,False,False,False,0,False,0,False,False
R00685,False,False,False,False,False,False,False,False,0,False,0,False,False
R00686,False,False,False,False,False,False,False,False,0,False,0,False,False
R00687,False,False,False,False,False,False,False,False,0,False,0,False,False
R00688,False,False,False,True,False,False,False,False,1,True,1,False,True
R00689,False,False,False,False,False,False,False,False,0,False,0,False,False
R00690,False,False,False,False,False,False,False,False,0,False,0,False,False
R00691,False,False,False,False,False,False,False,False,0,False,0,False,False
R00692,False,False,False,False,False,False,False,False,0,False,0,False,False
R00693,False,False,False,False,False,True,False,False,1,True,1,False,True
R00694,False,False,False,False,False,False,False,False,0,False,0,False,False
R00695,False,False,False,False,False,False,False,False,0,False,0,False,False
R00696,False,False,False,False,False,False,False,True,1,True,1,False,True
R00697,False,False,False,False,False,False,False,False,0,False,0,False,False
R00698,False,True,False,False,False,False,False,False,1,True,1,False,True
R00699,False,False,False,False,False,False,False,False,0,False,0,False,False
R00700,False,False,False,False,False,False,False,False,0,False,0,False,False
R00701,False,False,False,False,False,False,False,False,0,False,0,False,False
R00702,False,False,False,False,False,False,False,False,0,False,0,False,False
R00703,False,False,False,False,False,False,False,False,0,False,0,False,False
R00704,False,False,False,False,False,False,False,False,0,False,0,False,False
R00705,False,False,False,False,True,False,False,False,1,True,0,True,False
R00706,False,False,False,False,False,False,False,False,0,False,0,False,False
R00707,False,False,False,False,False,False,False,False,0,False,0,False,False
R00708,False,False,False,False,False,False,False,False,0,False,0,False,False
R00709,False,False,False,False,False,False,False,False,0,False,0,False,False
R00710,False,False,False,False,False,False,False,False,0,False,0,False,False
R00711,False,False,False,False,False,False,False,False,0,False,0,False,False
R00712,False,False,False,False,False,False,False,False,0,False,0,False,False
R00713,False,False,True,False,False,False,False,False,1,True,1,False,True
R00714,False,False,False,False,False,False,False,False,0,False,0,False,False
R00715,False,False,False,False,False,False,False,False,0,False,0,False,False
R00716,False,False,False,False,False,False,False,False,0,False,0,False,False
R00717,False,False,False,False,False,False,False,False,0,False,0,False,False
R00718,False,False,False,False,True,False,False,False,1,True,0,True,False
R00719,False,False,False,False,False,True,False,False,1,True,1,False,True
R00720,False,False,False,False,False,True,False,False,1,True,1,False,True
R00721,False,False,False,False,False,False,False,False,0,False,0,False,False
R00722,False,False,False,False,False,False,False,False,0,False,0,False,False
R00723,False,False,False,False,False,False,False,False,0,False,0,False,False
R00724,False,False,False,False,False,False,False,True,1,True,1,False,True
R00725,False,False,False,False,False,False,False,False,0,False,0,False,False
R00726,False,False,False,False,False,False,False,False,0,False,0,False,False
R00727,False,False,False,False,False,False,False,False,0,False,0,False,False
R00728,False,False,False,False,False,False,False,False,0,False,0,False,False
R00729,False,False,False,False,False,False,False,False,0,False,0,False,False
R00730,False,False,False,False,False,False,False,False,0,False,0,False,False
R00731,False,False,False,False,False,False,False,False,0,False,0,False,False
R00732,False,False,False,False,False,False,False,False,0,False,0,False,False
R00733,False,False,False,False,False,False,False,False,0,False,0,False,False
R00734,False,False,False,False,False,False,False,False,0,False,0,False,False
R00735,False,False,False,False,False,False,False,False,0,False,0,False,False
R00736,False,True,False,False,False,False,False,False,1,True,1,False,True
R00737,False,True,False,False,False,False,False,False,1,True,1,False,True
R00738,False,True,False,False,False,False,False,False,1,True,1,False,True
R00739,False,False,False,False,False,False,False,False,0,False,0,False,False
R00740,False,False,False,False,False,False,False,False,0,False,0,False,False
R00741,False,False,False,False,False,False,False,False,0,False,0,False,False
R00742,False,False,False,False,False,False,False,False,0,False,0,False,False
R00743,False,False,False,False,False,False,False,False,0,False,0,False,False
R00744,False,False,False,False,False,False,False,False,0,False,0,False,False
R00745,False,False,False,False,False,False,False,False,0,False,0,False,False
R00746,False,False,False,False,False,False,False,False,0,False,0,False,False
R00747,False,False,False,False,False,False,False,False,0,False,0,False,False
R00748,False,False,False,False,False,False,False,False,0,False,0,False,False
R00749,False,False,False,False,False,False,False,False,0,False,0,False,False
R00750,False,False,False,False,False,False,False,False,0,False,0,False,False
R00751,False,False,False,False,False,False,False,False,0,False,0,False,False
R00752,False,False,False,False,False,False,False,False,0,False,0,False,False
R00753,False,False,False,False,False,False,True,False,1,True,0,True,False
R00754,False,False,False,False,False,False,False,False,0,False,0,False,False
R00755,False,False,False,False,False,False,False,False,0,False,0,False,False
R00756,False,True,False,False,False,False,False,False,1,True,1,False,True
R00757,False,False,False,False,True,False,False,False,1,True,0,True,False
R00758,False,True,False,False,False,False,False,False,1,True,1,False,True
R00759,False,False,False,False,False,False,False,False,0,False,0,False,False
R00760,False,False,False,False,False,False,False,False,0,False,0,False,False
R00761,False,False,False,False,True,False,False,False,1,True,0,True,False
R00762,False,False,False,False,False,False,False,False,0,False,0,False,False
R00763,False,False,False,False,False,False,False,False,0,False,0,False,False
R00764,False,False,False,False,False,False,False,False,0,False,0,False,False
R00765,False,False,False,False,False,False,False,False,0,False,0,False,False
R00766,False,False,False,False,False,False,False,False,0,False,0,False,False
R00767,False,False,False,False,False,True,False,False,1,True,1,False,True
R00768,False,False,False,False,False,False,False,False,0,False,0,False,False
R00769,False,False,False,False,False,False,False,True,1,True,1,False,True
R00770,False,False,False,False,False,False,False,False,0,False,0,False,False
R00771,False,False,False,False,False,False,False,True,1,True,1,False,True
R00772,False,False,False,False,False,False,False,False,0,False,0,False,False
R00773,False,False,False,False,False,False,False,False,0,False,0,False,False
R00774,False,False,False,False,False,False,False,False,0,False,0,False,False
R00775,False,False,False,False,False,False,False,False,0,False,0,False,False
R00776,False,False,False,False,False,False,False,False,0,False,0,False,False
R00777,False,False,False,True,False,False,False,False,1,True,1,False,True
R00778,False,False,False,False,False,False,False,False,0,False,0,False,False
R00779,False,False,False,False,False,False,False,False,0,False,0,False,False
R00780,False,False,False,False,False,False,False,False,0,False,0,False,False
R00781,False,False,False,False,False,False,False,False,0,False,0,False,False
R00782,False,False,False,False,False,False,False,False,0,False,0,False,False
R00783,False,False,False,True,False,False,False,False,1,True,1,False,True
R00784,False,False,False,False,False,False,False,False,0,False,0,False,False
R00785,False,False,False,False,False,False,False,False,0,False,0,False,False
R00786,False,False,False,False,False,False,False,False,0,False,0,False,False
R00787,False,False,False,False,False,False,False,False,0,False,0,False,False
R00788,False,False,False,False,True,False,False,False,1,True,0,True,False
R00789,False,False,False,False,False,False,False,False,0,False,0,False,False
R00790,False,False,True,True,False,False,False,False,2,True,2,True,False
R00791,False,False,False,False,False,False,False,False,0,False,0,False,False
R00792,False,False,False,False,False,False,False,True,1,True,1,False,True
R00793,False,False,False,False,False,False,False,False,0,False,0,False,False
R00794,False,False,False,False,False,True,False,False,1,True,1,False,True
R00795,False,False,False,False,False,False,False,False,0,False,0,False,False
R00796,False,False,False,False,False,False,False,False,0,False,0,False,False
R00797,False,False,False,False,False,False,False,False,0,False,0,False,False
R00798,False,False,False,False,False,False,False,False,0,False,0,False,False
R00799,False,False,False,False,False,False,False,False,0,False,0,False,False
R00800,False,False,False,False,False,False,False,False,0,False,0,False,False
R00801,False,False,False,False,False,False,False,False,0,False,0,False,False
R00802,False,False,False,False,False,False,False,False,0,False,0,False,False
R00803,False,False,False,False,False,False,False,False,0,False,0,False,False
R00804,False,False,False,False,False,False,False,False,0,False,0,False,False
R00805,False,False,True,False,False,False,False,False,1,True,1,False,True
R00806,False,False,False,False,False,False,False,False,0,False,0,False,False
R00807,False,False,False,False,False,False,False,False,0,False,0,False,False
R00808,False,False,True,False,False,False,False,False,1,True,1,False,True
R00809,False,False,False,False,False,False,False,False,0,False,0,False,False
R00810,False,True,False,False,False,False,False,False,1,True,1,False,True
R00811,False,False,False,False,False,False,False,False,0,False,0,False,False
R00812,False,False,False,False,False,False,False,False,0,False,0,False,False
R00813,False,False,False,False,False,False,False,False,0,False,0,False,False
R00814,False,False,False,False,False,False,False,False,0,False,0,False,False
R00815,False,False,False,False,False,False,True,False,1,True,0,True,False
R00816,False,False,False,False,False,False,False,False,0,False,0,False,False
R00817,False,False,False,False,False,False,False,False,0,False,0,False,False
R00818,False,False,False,False,False,False,False,False,0,False,0,False,False
R00819,False,False,False,False,False,False,False,False,0,False,0,False,False
R00820,False,False,False,False,False,False,True,False,1,True,0,True,False
R00821,False,False,False,False,False,False,False,False,0,False,0,False,False
R00822,False,False,False,False,False,False,False,False,0,False,0,False,False
R00823,False,False,False,False,False,False,False,False,0,False,0,False,False
R00824,False,False,False,False,False,False,False,False,0,False,0,False,False
R00825,False,False,False,False,False,False,False,True,1,True,1,False,True
R00826,False,False,False,False,False,False,False,False,0,False,0,False,False
R00827,False,False,False,False,False,False,False,False,0,False,0,False,False
R00828,False,False,False,False,False,False,False,False,0,False,0,False,False
R00829,False,False,False,False,False,False,False,False,0,False,0,False,False
R00830,False,False,False,False,False,False,False,False,0,False,0,False,False
R00831,False,False,False,False,False,False,False,False,0,False,0,False,False
R00832,False,False,False,False,False,False,False,False,0,False,0,False,False
R00833,False,False,False,False,False,False,False,False,0,False,0,False,False
R00834,False,False,False,False,False,False,False,False,0,False,0,False,False
R00835,False,False,False,False,False,False,False,False,0,False,0,False,False
R00836,False,False,False,False,False,False,False,False,0,False,0,False,False
R00837,False,False,False,False,False,False,False,False,0,False,0,False,False
R00838,False,False,False,False,False,False,False,False,0,False,0,False,False
R00839,False,False,False,False,False,False,False,False,0,False,0,False,False
R00840,False,True,False,False,False,False,False,False,1,True,1,False,True
R00841,False,False,True,False,False,False,False,False,1,True,1,False,True
R00842,False,False,False,False,False,False,False,False,0,False,0,False,False
R00843,False,False,False,False,False,False,False,False,0,False,0,False,False
R00844,False,False,False,False,False,False,False,False,0,False,0,False,False
R00845,False,False,False,False,False,False,False,False,0,False,0,False,False
R00846,False,False,False,False,False,False,False,False,0,False,0,False,False
R00847,False,False,False,True,False,False,False,False,1,True,1,False,True
R00848,False,False,False,False,False,False,False,False,0,False,0,False,False
R00849,False,True,False,False,False,False,False,False,1,True,1,False,True
R00850,False,False,True,False,False,False,False,False,1,True,1,False,True
R00851,False,False,False,False,False,False,False,False,0,False,0,False,False
R00852,False,False,False,False,False,False,False,False,0,False,0,False,False
R00853,False,False,False,False,False,False,False,False,0,False,0,False,False
R00854,False,False,False,False,False,False,False,False,0,False,0,False,False
R00855,False,False,False,False,False,False,False,False,0,False,0,False,False
R00856,False,False,False,False,False,False,False,False,0,False,0,False,False
R00857,False,False,False,False,False,False,False,False,0,False,0,False,False
R00858,False,False,False,False,False,False,False,False,0,False,0,False,False
R00859,False,False,False,False,False,False,True,False,1,True,0,True,False
R00860,False,False,False,False,False,True,False,False,1,True,1,False,True
R00861,False,False,False,False,False,False,False,False,0,False,0,False,False
R00862,False,False,True,False,False,False,False,False,1,True,1,False,True
R00863,False,False,False,False,False,False,False,True,1,True,1,False,True
R00864,False,False,False,False,False,False,False,False,0,False,0,False,False
R00865,False,False,False,False,False,False,False,False,0,False,0,False,False
R00866,False,False,False,False,False,False,True,False,1,True,0,True,False
R00867,False,False,False,False,False,False,False,False,0,False,0,False,False
R00868,False,False,False,False,False,False,False,False,0,False,0,False,False
R00869,False,False,True,False,False,False,False,False,1,True,1,False,True
R00870,False,False,False,False,False,False,False,False,0,False,0,False,False
R00871,False,False,False,False,False,False,False,False,0,False,0,False,False
R00872,False,False,False,False,False,False,False,False,0,False,0,False,False
R00873,False,False,False,False,False,False,False,False,0,False,0,False,False
R00874,False,False,False,False,False,False,False,False,0,False,0,False,False
R00875,False,False,False,True,False,False,False,False,1,True,1,False,True
R00876,False,False,False,False,False,False,False,False,0,False,0,False,False
R00877,False,False,False,False,False,False,False,False,0,False,0,False,False
R00878,False,False,False,False,False,False,False,False,0,False,0,False,False
R00879,False,False,False,False,False,False,False,False,0,False,0,False,False
R00880,False,False,False,False,False,False,False,False,0,False,0,False,False
R00881,False,False,False,False,False,False,False,False,0,False,0,False,False
R00882,False,False,False,False,False,False,False,False,0,False,0,False,False
R00883,False,False,False,False,False,False,False,False,0,False,0,False,False
R00884,False,False,False,False,False,False,False,False,0,False,0,False,False
R00885,False,False,True,False,False,False,False,False,1,True,1,False,True
R00886,False,False,False,False,False,False,False,False,0,False,0,False,False
R00887,False,False,False,False,False,False,False,False,0,False,0,False,False
R00888,False,False,False,False,False,False,False,False,0,False,0,False,False
R00889,False,False,False,False,False,False,False,False,0,False,0,False,False
R00890,False,False,False,False,False,False,False,False,0,False,0,False,False
R00891,False,False,False,False,False,True,False,False,1,True,1,False,True
R00892,False,False,False,False,False,False,False,False,0,False,0,False,False
R00893,False,False,False,False,False,False,False,False,0,False,0,False,False
R00894,False,False,False,False,False,False,False,False,0,False,0,False,False
R00895,False,False,False,False,False,False,False,False,0,False,0,False,False
R00896,False,False,False,False,False,False,False,False,0,False,0,False,False
R00897,False,False,False,False,False,False,False,False,0,False,0,False,False
R00898,False,False,False,False,False,False,False,False,0,False,0,False,False
R00899,False,False,False,False,False,False,False,False,0,False,0,False,False
R00900,False,False,False,False,False,False,False,False,0,False,0,False,False
R00901,False,False,False,False,False,False,False,False,0,False,0,False,False
R00902,False,False,False,False,False,False,False,False,0,False,0,False,False
R00903,False,False,False,False,False,False,False,False,0,False,0,False,False
R00904,False,False,False,False,False,False,False,False,0,False,0,False,False
R00905,False,False,False,False,False,False,False,False,0,False,0,False,False
R00906,False,False,False,False,False,False,False,False,0,False,0,False,False
R00907,False,False,False,False,False,False,False,False,0,False,0,False,False
R00908,False,False,False,False,False,False,False,False,0,False,0,False,False
R00909,False,False,False,False,False,False,False,False,0,False,0,False,False
R00910,False,False,False,False,False,False,False,False,0,False,0,False,False
R00911,False,False,False,False,False,False,False,False,0,False,0,False,False
R00912,False,False,False,False,False,False,True,False,1,True,0,True,False
R00913,False,False,True,False,False,False,False,False,1,True,1,False,True
R00914,False,False,False,False,False,False,False,False,0,False,0,False,False
R00915,False,False,False,False,False,False,False,False,0,False,0,False,False
R00916,False,False,False,False,False,False,False,False,0,False,0,False,False
R00917,False,False,False,False,False,False,False,False,0,False,0,False,False
R00918,False,False,False,True,False,False,False,False,1,True,1,False,True
R00919,False,False,False,False,False,False,False,False,0,False,0,False,False
R00920,False,False,False,False,False,False,False,False,0,False,0,False,False
R00921,False,False,False,False,False,False,False,False,0,False,0,False,False
R00922,False,False,False,False,False,False,False,False,0,False,0,False,False
